Timestamp (UTC),trval,tqP,tq1P,tq2P
18:36:09.769,1211.29,-0.39,-1.02,0.24
18:36:09.866,1219.86,-0.36,-0.90,0.19
18:36:09.968,1068.79,-0.35,-0.88,0.18
18:36:10.067,691.50,-0.34,-0.86,0.18
18:36:10.165,316.07,-0.33,-0.87,0.20
18:36:10.263,82.29,-0.33,-0.88,0.22
18:36:10.362,71.29,-0.34,-0.90,0.22
18:36:10.460,66.93,-0.38,-0.97,0.21
18:36:10.559,65.29,-0.38,-0.97,0.20
18:36:10.660,66.29,-0.36,-0.92,0.19
18:36:10.759,66.36,-0.36,-0.90,0.19
18:36:10.857,66.21,-0.34,-0.89,0.22
18:36:10.956,62.93,-0.33,-0.92,0.25
18:36:11.054,64.93,-0.37,-0.94,0.20
18:36:11.153,61.14,-0.33,-0.85,0.20
18:36:11.251,61.86,-0.34,-0.91,0.22
18:36:11.353,63.57,-0.38,-0.97,0.20
18:36:11.452,67.21,-0.38,-0.92,0.17
18:36:11.549,69.00,-0.35,-0.93,0.22
18:36:11.648,62.43,-0.34,-0.88,0.20
18:36:11.746,60.00,-0.37,-0.91,0.18
18:36:11.845,62.50,-0.37,-0.92,0.17
18:36:11.946,62.43,-0.37,-0.95,0.22
18:36:12.045,62.36,-0.35,-0.89,0.19
18:36:12.143,63.79,-0.37,-0.91,0.17
18:36:12.242,61.21,-0.33,-0.87,0.21
18:36:12.341,64.71,-0.32,-0.82,0.19
18:36:12.439,66.93,-0.33,-0.83,0.18
18:36:12.536,68.07,-0.34,-0.87,0.20
18:36:12.639,66.86,-0.34,-0.90,0.21
18:36:12.738,69.07,-0.35,-0.90,0.20
18:36:12.835,69.29,-0.33,-0.87,0.20
18:36:12.934,69.50,-0.43,-1.06,0.20
18:36:13.033,69.93,-0.40,-1.01,0.21
18:36:13.131,67.14,-0.31,-0.84,0.22
18:36:13.229,66.79,-0.33,-0.88,0.23
18:36:13.331,67.50,-0.32,-0.86,0.22
18:36:13.429,66.93,-0.32,-0.83,0.20
18:36:13.527,65.57,-0.34,-0.86,0.18
18:36:13.626,68.93,-0.33,-0.84,0.19
18:36:13.725,68.79,-0.32,-0.85,0.20
18:36:13.823,67.64,-0.35,-0.88,0.19
18:36:13.925,67.86,-0.41,-1.00,0.17
18:36:14.024,66.93,-0.48,-1.15,0.19
18:36:14.122,66.57,-0.41,-0.98,0.16
18:36:14.221,65.21,-0.39,-0.96,0.17
18:36:14.318,66.21,-0.38,-0.98,0.22
18:36:14.417,69.14,-0.39,-1.00,0.21
18:36:14.515,71.50,-0.37,-0.91,0.18
18:36:14.617,69.64,-0.41,-1.01,0.20
18:36:14.716,69.07,-0.40,-1.00,0.20
18:36:14.814,69.79,-0.42,-1.02,0.19
18:36:14.912,70.57,-0.45,-1.10,0.19
18:36:15.010,69.57,-0.48,-1.14,0.18
18:36:15.109,69.86,-0.38,-0.96,0.21
18:36:15.207,69.21,-0.30,-0.81,0.20
18:36:15.308,66.21,-0.29,-0.78,0.20
18:36:15.407,64.71,-0.31,-0.81,0.20
18:36:15.506,62.57,-0.33,-0.85,0.19
18:36:15.604,68.57,-0.32,-0.85,0.20
18:36:15.703,69.29,-0.33,-0.86,0.20
18:36:15.801,69.00,-0.31,-0.81,0.19
18:36:15.903,71.36,-0.36,-0.91,0.19
18:36:16.002,71.50,-0.45,-1.08,0.18
18:36:16.100,68.00,-0.37,-0.91,0.17
18:36:16.199,66.71,-0.32,-0.82,0.18
18:36:16.296,64.93,-0.34,-0.86,0.19
18:36:16.395,64.50,-0.35,-0.88,0.18
18:36:16.494,63.57,-0.36,-0.89,0.17
18:36:16.596,62.21,-0.35,-0.89,0.18
18:36:16.693,68.21,-0.35,-0.88,0.19
18:36:16.793,70.36,-0.34,-0.87,0.18
18:36:16.891,67.50,-0.38,-0.93,0.18
18:36:16.989,74.07,-0.46,-1.11,0.19
18:36:17.087,70.86,-0.31,-0.84,0.22
18:36:17.189,66.36,-0.29,-0.81,0.23
18:36:17.287,67.43,-0.32,-0.85,0.22
18:36:17.386,68.07,-0.33,-0.88,0.21
18:36:17.485,67.21,-0.36,-0.92,0.20
18:36:17.583,69.57,-0.33,-0.86,0.20
18:36:17.681,65.14,-0.33,-0.87,0.20
18:36:17.780,69.00,-0.38,-0.94,0.18
18:36:17.882,69.86,-0.40,-0.98,0.19
18:36:17.979,68.93,-0.73,-1.66,0.20
18:36:18.077,69.43,-0.63,-1.46,0.19
18:36:18.176,68.64,-0.36,-0.87,0.15
18:36:18.275,67.79,-0.35,-0.87,0.16
18:36:18.373,68.79,-0.32,-0.84,0.19
18:36:18.472,67.50,-0.33,-0.85,0.18
18:36:18.574,66.14,-0.32,-0.83,0.19
18:36:18.672,65.43,-0.30,-0.78,0.18
18:36:18.770,66.64,-0.31,-0.83,0.21
18:36:18.869,66.86,-0.35,-0.90,0.20
18:36:18.968,68.36,-0.41,-1.02,0.20
18:36:19.065,70.14,-0.40,-0.99,0.20
18:36:19.167,68.57,-0.32,-0.82,0.19
18:36:19.266,68.71,-0.32,-0.85,0.21
18:36:19.364,70.14,-0.33,-0.85,0.19
18:36:19.463,70.64,-0.33,-0.83,0.17
18:36:19.561,72.93,-0.34,-0.86,0.19
18:36:19.659,70.79,-0.35,-0.87,0.17
18:36:19.757,68.71,-0.37,-0.91,0.18
18:36:19.860,65.29,-0.37,-0.92,0.19
18:36:19.958,66.29,-0.45,-1.07,0.18
18:36:20.056,66.64,-0.46,-1.11,0.19
18:36:20.155,68.50,-0.37,-0.94,0.21
18:36:20.254,70.29,-0.39,-0.95,0.18
18:36:20.351,70.29,-0.38,-0.94,0.18
18:36:20.454,73.93,-0.40,-0.99,0.18
18:36:20.552,72.50,-0.39,-0.99,0.20
18:36:20.650,70.43,-0.38,-0.94,0.19
18:36:20.749,71.14,-0.40,-0.99,0.20
18:36:20.847,72.14,-0.42,-1.02,0.18
18:36:20.946,66.14,-0.44,-1.08,0.19
18:36:21.044,70.14,-0.50,-1.18,0.19
18:36:21.145,73.07,-0.37,-0.92,0.17
18:36:21.244,71.57,-0.31,-0.76,0.15
18:36:21.343,69.07,-0.28,-0.73,0.17
18:36:21.441,68.14,-0.29,-0.77,0.19
